15 min light on (5:40) 5 min light off (),,,,,0 top ,,,340,,,,,,,,
row ,column ,entry time ,exit time,,in video seconds,,,normalized ,,,in time seconds,,,sub time,,mean
,,1:13,1:16,,73,76,,0.2147058824,0.2235294118,,193.2352941,201.1764706,,7.941176471,,
,,1:23,1:27,,83,87,,0.2441176471,0.2558823529,,219.7058824,230.2941176,,10.58823529,,
,,1:49,1:51,,109,111,,0.3205882353,0.3264705882,,288.5294118,293.8235294,,5.294117647,,
,,2:54,2:57,,174,177,,0.5117647059,0.5205882353,,460.5882353,468.5294118,,7.941176471,,
,,2:55,2:59,,175,179,,0.5147058824,0.5264705882,,463.2352941,473.8235294,,10.58823529,,
,,3:52,3:55,,232,235,,0.6823529412,0.6911764706,,614.1176471,622.0588235,,7.941176471,,
,,4:02,4:10,,242,250,,0.7117647059,0.7352941176,,640.5882353,661.7647059,,21.17647059,,
,,4:46,4:49,,286,289,,0.8411764706,0.85,,757.0588235,765,,7.941176471,,
,,4:55,5:03,,295,303,,0.8676470588,0.8911764706,,780.8823529,802.0588235,,21.17647059,,
,,4:58,4:59,,298,299,,0.8764705882,0.8794117647,,788.8235294,791.4705882,,2.647058824,,
,,5:03,5:06,,303,306,,0.8911764706,0.9,,802.0588235,810,,7.941176471,,
,,5:05,5:09,,305,309,,0.8970588235,0.9088235294,,807.3529412,817.9411765,,10.58823529,,
,,5:16,5:20,,316,320,,0.9294117647,0.9411764706,,836.4705882,847.0588235,,10.58823529,,
,,5:32,5:35,,332,335,,0.9764705882,0.9852941176,,878.8235294,886.7647059,,7.941176471,,
4,9,0:12,0:16,,12,16,,0.03529411765,0.04705882353,,31.76470588,42.35294118,,10.58823529,,10.38461538
,,0:28,0:32,,28,32,,0.08235294118,0.09411764706,,74.11764706,84.70588235,,10.58823529,,
,,0:32,0:37,,32,37,,0.09411764706,0.1088235294,,84.70588235,97.94117647,,13.23529412,,
,,0:49,0:52,,49,52,,0.1441176471,0.1529411765,,129.7058824,137.6470588,,7.941176471,,
,,0:50,0:57,,50,57,,0.1470588235,0.1676470588,,132.3529412,150.8823529,,18.52941176,,
,,1:51,1:54,,111,114,,0.3264705882,0.3352941176,,293.8235294,301.7647059,,7.941176471,,
,,3:38,3:43,,218,223,,0.6411764706,0.6558823529,,577.0588235,590.2941176,,13.23529412,,
,,4:00,4:02,,240,242,,0.7058823529,0.7117647059,,635.2941176,640.5882353,,5.294117647,,
,,4:25,4:29,,265,269,,0.7794117647,0.7911764706,,701.4705882,712.0588235,,10.58823529,,
,,5:06,5:13,,306,313,,0.9,0.9205882353,,810,828.5294118,,18.52941176,,
,,5:13,5:17,,313,317,,0.9205882353,0.9323529412,,828.5294118,839.1176471,,10.58823529,,
,,5:21,5:22,,321,322,,0.9441176471,0.9470588235,,849.7058824,852.3529412,,2.647058824,,
,,5:25,5:27,,325,327,,0.9558823529,0.9617647059,,860.2941176,865.5882353,,5.294117647,,
4,10,0:25,0:28,,25,28,,0.07352941176,0.08235294118,,66.17647059,74.11764706,,7.941176471,,7.941176471
,,0:37,0:39,,37,39,,0.1088235294,0.1147058824,,97.94117647,103.2352941,,5.294117647,,
,,0:43,0:47,,43,47,,0.1264705882,0.1382352941,,113.8235294,124.4117647,,10.58823529,,
,,3:41,3:46,,221,226,,0.65,0.6647058824,,585,598.2352941,,13.23529412,,
,,5:27,5:28,,327,328,,0.9617647059,0.9647058824,,865.5882353,868.2352941,,2.647058824,,
5,1,1:43,1:46,,103,106,,0.3029411765,0.3117647059,,272.6470588,280.5882353,,7.941176471,,6.617647059
,,3:54,3:56,,234,236,,0.6882352941,0.6941176471,,619.4117647,624.7058824,,5.294117647,,
5,2,1:46,1:52,,106,112,,0.3117647059,0.3294117647,,280.5882353,296.4705882,,15.88235294,,12.35294118
,,3:27,3:30,,207,210,,0.6088235294,0.6176470588,,547.9411765,555.8823529,,7.941176471,,
,,3:37,3:42,,217,222,,0.6382352941,0.6529411765,,574.4117647,587.6470588,,13.23529412,,
5,3,0:33,0:42,,33,42,,0.09705882353,0.1235294118,,87.35294118,111.1764706,,23.82352941,,10.96638655
,,1:34,1:36,,94,96,,0.2764705882,0.2823529412,,248.8235294,254.1176471,,5.294117647,,
,,1:58,2:03,,118,123,,0.3470588235,0.3617647059,,312.3529412,325.5882353,,13.23529412,,
,,4:40,4:44,,280,284,,0.8235294118,0.8352941176,,741.1764706,751.7647059,,10.58823529,,
,,4:44,4:46,,284,286,,0.8352941176,0.8411764706,,751.7647059,757.0588235,,5.294117647,,
,,5:05,5:07,,305,307,,0.8970588235,0.9029411765,,807.3529412,812.6470588,,5.294117647,,
,,5:35,5:40,,335,340,,0.9852941176,1,,886.7647059,900,,13.23529412,,
5,4,0:02,0:06,,2,6,,0.005882352941,0.01764705882,,5.294117647,15.88235294,,10.58823529,,13.03167421
,,0:28,0:33,,28,33,,0.08235294118,0.09705882353,,74.11764706,87.35294118,,13.23529412,,
,,1:36,1:39,,96,99,,0.2823529412,0.2911764706,,254.1176471,262.0588235,,7.941176471,,
,,1:52,1:58,,112,118,,0.3294117647,0.3470588235,,296.4705882,312.3529412,,15.88235294,,
,,2:00,2:05,,120,125,,0.3529411765,0.3676470588,,317.6470588,330.8823529,,13.23529412,,
,,2:19,2:22,,139,142,,0.4088235294,0.4176470588,,367.9411765,375.8823529,,7.941176471,,
,,2:27,2:31,,147,151,,0.4323529412,0.4441176471,,389.1176471,399.7058824,,10.58823529,,
,,3:32,3:35,,212,215,,0.6235294118,0.6323529412,,561.1764706,569.1176471,,7.941176471,,
,,3:36,3:38,,216,218,,0.6352941176,0.6411764706,,571.7647059,577.0588235,,5.294117647,,
,,3:49,3:59,,229,239,,0.6735294118,0.7029411765,,606.1764706,632.6470588,,26.47058824,,
,,4:46,4:56,,286,296,,0.8411764706,0.8705882353,,757.0588235,783.5294118,,26.47058824,,
,,5:01,5:05,,301,305,,0.8852941176,0.8970588235,,796.7647059,807.3529412,,10.58823529,,
,,5:35,5:40,,335,340,,0.9852941176,1,,886.7647059,900,,13.23529412,,
5,5,0:05,0:13,,5,13,,0.01470588235,0.03823529412,,13.23529412,34.41176471,,21.17647059,,12.70588235
,,1:09,1:17,,69,77,,0.2029411765,0.2264705882,,182.6470588,203.8235294,,21.17647059,,
,,2:01,2:03,,121,123,,0.3558823529,0.3617647059,,320.2941176,325.5882353,,5.294117647,,
,,2:05,2:15,,125,135,,0.3676470588,0.3970588235,,330.8823529,357.3529412,,26.47058824,,
,,2:07,2:09,,127,129,,0.3735294118,0.3794117647,,336.1764706,341.4705882,,5.294117647,,
,,2:22,2:27,,142,147,,0.4176470588,0.4323529412,,375.8823529,389.1176471,,13.23529412,,
,,2:41,2:46,,161,166,,0.4735294118,0.4882352941,,426.1764706,439.4117647,,13.23529412,,
,,2:49,3:00,,169,180,,0.4970588235,0.5294117647,,447.3529412,476.4705882,,29.11764706,,
,,3:07,3:09,,187,189,,0.55,0.5558823529,,495,500.2941176,,5.294117647,,
,,3:20,3:24,,200,204,,0.5882352941,0.6,,529.4117647,540,,10.58823529,,
,,3:27,3:32,,207,212,,0.6088235294,0.6235294118,,547.9411765,561.1764706,,13.23529412,,
,,3:38,3:40,,218,220,,0.6411764706,0.6470588235,,577.0588235,582.3529412,,5.294117647,,
,,3:59,4:03,,239,243,,0.7029411765,0.7147058824,,632.6470588,643.2352941,,10.58823529,,
,,4:12,4:15,,252,255,,0.7411764706,0.75,,667.0588235,675,,7.941176471,,
,,4:30,4:33,,270,273,,0.7941176471,0.8029411765,,714.7058824,722.6470588,,7.941176471,,
,,4:56,4:57,,296,297,,0.8705882353,0.8735294118,,783.5294118,786.1764706,,2.647058824,,
,,4:57,5:01,,297,301,,0.8735294118,0.8852941176,,786.1764706,796.7647059,,10.58823529,,
,,5:22,5:30,,322,330,,0.9470588235,0.9705882353,,852.3529412,873.5294118,,21.17647059,,
,,5:28,5:34,,328,334,,0.9647058824,0.9823529412,,868.2352941,884.1176471,,15.88235294,,
,,5:37,5:40,,337,340,,0.9911764706,1,,892.0588235,900,,7.941176471,,
5,6,0:10,0:25,,10,25,,0.02941176471,0.07352941176,,26.47058824,66.17647059,,39.70588235,,16.19377163
,,0:30,0:32,,30,32,,0.08823529412,0.09411764706,,79.41176471,84.70588235,,5.294117647,,
,,1:17,1:20,,77,80,,0.2264705882,0.2352941176,,203.8235294,211.7647059,,7.941176471,,
,,1:47,1:53,,107,113,,0.3147058824,0.3323529412,,283.2352941,299.1176471,,15.88235294,,
,,2:09,2:12,,129,132,,0.3794117647,0.3882352941,,341.4705882,349.4117647,,7.941176471,,
,,2:33,2:40,,153,160,,0.45,0.4705882353,,405,423.5294118,,18.52941176,,
,,2:43,2:49,,163,169,,0.4794117647,0.4970588235,,431.4705882,447.3529412,,15.88235294,,
,,2:48,2:58,,168,178,,0.4941176471,0.5235294118,,444.7058824,471.1764706,,26.47058824,,
,,2:49,2:55,,169,175,,0.4970588235,0.5147058824,,447.3529412,463.2352941,,15.88235294,,
,,3:09,3:14,,189,194,,0.5558823529,0.5705882353,,500.2941176,513.5294118,,13.23529412,,
,,3:18,3:20,,198,200,,0.5823529412,0.5882352941,,524.1176471,529.4117647,,5.294117647,,
,,3:21,3:27,,201,207,,0.5911764706,0.6088235294,,532.0588235,547.9411765,,15.88235294,,
,,4:03,4:12,,243,252,,0.7147058824,0.7411764706,,643.2352941,667.0588235,,23.82352941,,
,,4:33,4:42,,273,282,,0.8029411765,0.8294117647,,722.6470588,746.4705882,,23.82352941,,
,,4:46,4:50,,286,290,,0.8411764706,0.8529411765,,757.0588235,767.6470588,,10.58823529,,
,,5:30,5:37,,330,337,,0.9705882353,0.9911764706,,873.5294118,892.0588235,,18.52941176,,
,,5:36,5:40,,336,340,,0.9882352941,1,,889.4117647,900,,10.58823529,,
5,7,0:05,0:10,,5,10,,0.01470588235,0.02941176471,,13.23529412,26.47058824,,13.23529412,,10.21008403
,,1:32,1:39,,92,99,,0.2705882353,0.2911764706,,243.5294118,262.0588235,,18.52941176,,
,,2:02,2:07,,122,127,,0.3588235294,0.3735294118,,322.9411765,336.1764706,,13.23529412,,
,,4:42,4:44,,282,284,,0.8294117647,0.8352941176,,746.4705882,751.7647059,,5.294117647,,
,,4:49,4:50,,289,290,,0.85,0.8529411765,,765,767.6470588,,2.647058824,,
,,5:08,5:13,,308,313,,0.9058823529,0.9205882353,,815.2941176,828.5294118,,13.23529412,,
,,5:11,5:13,,311,313,,0.9147058824,0.9205882353,,823.2352941,828.5294118,,5.294117647,,
5,8,0:03,0:07,,3,7,,0.008823529412,0.02058823529,,7.941176471,18.52941176,,10.58823529,,14.70588235
,,1:16,1:23,,76,83,,0.2235294118,0.2441176471,,201.1764706,219.7058824,,18.52941176,,
,,2:47,2:54,,167,174,,0.4911764706,0.5117647059,,442.0588235,460.5882353,,18.52941176,,
,,3:48,3:52,,228,232,,0.6705882353,0.6823529412,,603.5294118,614.1176471,,10.58823529,,
,,4:30,4:36,,270,276,,0.7941176471,0.8117647059,,714.7058824,730.5882353,,15.88235294,,
,,4:50,4:55,,290,295,,0.8529411765,0.8676470588,,767.6470588,780.8823529,,13.23529412,,
,,5:03,5:08,,303,308,,0.8911764706,0.9058823529,,802.0588235,815.2941176,,13.23529412,,
,,5:18,5:26,,318,326,,0.9352941176,0.9588235294,,841.7647059,862.9411765,,21.17647059,,
,,5:28,5:32,,328,332,,0.9647058824,0.9764705882,,868.2352941,878.8235294,,10.58823529,,
5,9,0:46,0:50,,46,50,,0.1352941176,0.1470588235,,121.7647059,132.3529412,,10.58823529,,13.61344538
,,0:47,0:48,,47,48,,0.1382352941,0.1411764706,,124.4117647,127.0588235,,2.647058824,,
,,1:54,1:58,,114,118,,0.3352941176,0.3470588235,,301.7647059,312.3529412,,10.58823529,,
,,3:43,3:48,,223,228,,0.6558823529,0.6705882353,,590.2941176,603.5294118,,13.23529412,,
,,4:50,4:54,,290,294,,0.8529411765,0.8647058824,,767.6470588,778.2352941,,10.58823529,,
,,4:49,5:03,,289,303,,0.85,0.8911764706,,765,802.0588235,,37.05882353,,
,,5:13,5:17,,313,317,,0.9205882353,0.9323529412,,828.5294118,839.1176471,,10.58823529,,
5,10,0:17,0:24,,17,24,,0.05,0.07058823529,,45,63.52941176,,18.52941176,,11.72268908
,,0:39,0:42,,39,42,,0.1147058824,0.1235294118,,103.2352941,111.1764706,,7.941176471,,
,,0:44,0:46,,44,46,,0.1294117647,0.1352941176,,116.4705882,121.7647059,,5.294117647,,
,,0:47,0:52,,47,52,,0.1382352941,0.1529411765,,124.4117647,137.6470588,,13.23529412,,
,,3:36,3:41,,216,221,,0.6352941176,0.65,,571.7647059,585,,13.23529412,,
,,4:54,4:59,,294,299,,0.8647058824,0.8794117647,,778.2352941,791.4705882,,13.23529412,,
,,5:28,5:32,,328,332,,0.9647058824,0.9764705882,,868.2352941,878.8235294,,10.58823529,,
6,1,3:16,3:17,,196,197,,0.5764705882,0.5794117647,,518.8235294,521.4705882,,2.647058824,,5.294117647
,,3:50,3:53,,230,233,,0.6764705882,0.6852941176,,608.8235294,616.7647059,,7.941176471,,
6,2,3:13,3:16,,193,196,,0.5676470588,0.5764705882,,510.8823529,518.8235294,,7.941176471,,11.25
,,3:30,3:34,,210,214,,0.6176470588,0.6294117647,,555.8823529,566.4705882,,10.58823529,,
,,3:41,3:45,,221,225,,0.65,0.6617647059,,585,595.5882353,,10.58823529,,
,,3:42,3:48,,222,228,,0.6529411765,0.6705882353,,587.6470588,603.5294118,,15.88235294,,
6,3,0:00,0:02,,0,2,,0,0.005882352941,,0,5.294117647,,5.294117647,,8.382352941
,,1:52,1:58,,112,118,,0.3294117647,0.3470588235,,296.4705882,312.3529412,,15.88235294,,
,,3:45,3:49,,225,229,,0.6617647059,0.6735294118,,595.5882353,606.1764706,,10.58823529,,
,,4:19,4:21,,259,261,,0.7617647059,0.7676470588,,685.5882353,690.8823529,,5.294117647,,
,,4:38,4:40,,278,280,,0.8176470588,0.8235294118,,735.8823529,741.1764706,,5.294117647,,
,,4:44,4:47,,284,287,,0.8352941176,0.8441176471,,751.7647059,759.7058824,,7.941176471,,
6,4,1:58,2:08,,118,128,,0.3470588235,0.3764705882,,312.3529412,338.8235294,,26.47058824,,16.2605042
,,2:15,2:19,,135,139,,0.3970588235,0.4088235294,,357.3529412,367.9411765,,10.58823529,,
,,2:56,2:58,,176,178,,0.5176470588,0.5235294118,,465.8823529,471.1764706,,5.294117647,,
,,3:25,3:36,,205,216,,0.6029411765,0.6352941176,,542.6470588,571.7647059,,29.11764706,,
,,4:21,4:27,,261,267,,0.7676470588,0.7852941176,,690.8823529,706.7647059,,15.88235294,,
,,4:33,4:38,,273,278,,0.8029411765,0.8176470588,,722.6470588,735.8823529,,13.23529412,,
,,4:52,4:57,,292,297,,0.8588235294,0.8735294118,,772.9411765,786.1764706,,13.23529412,,
6,5,0:12,0:18,,12,18,,0.03529411765,0.05294117647,,31.76470588,47.64705882,,15.88235294,,6.352941176
,,2:03,2:07,,123,127,,0.3617647059,0.3735294118,,325.5882353,336.1764706,,10.58823529,,
,,2:16,2:26,,136,146,,0.4,0.4294117647,,360,386.4705882,,26.47058824,,
,,2:27,2:45,,147,165,,0.4323529412,0.4852941176,,389.1176471,436.7647059,,47.64705882,,
,,2:31,2:43,,151,163,,0.4441176471,0.4794117647,,399.7058824,431.4705882,,31.76470588,,
,,2:46,2:55,,166,175,,0.4882352941,0.5147058824,,439.4117647,463.2352941,,23.82352941,,
,,4:15,4:21,,255,261,,0.75,0.7676470588,,675,690.8823529,,15.88235294,,
,,4:27,3:39,,267,219,,0.7852941176,0.6441176471,,706.7647059,579.7058824,,-127.0588235,,
,,4:53,4:57,,293,297,,0.8617647059,0.8735294118,,775.5882353,786.1764706,,10.58823529,,
,,4:57,5:00,,297,300,,0.8735294118,0.8823529412,,786.1764706,794.1176471,,7.941176471,,
6,6,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
6,7,1:56,2:02,,116,122,,0.3411764706,0.3588235294,,307.0588235,322.9411765,,15.88235294,,25.58823529
,,4:36,4:49,,276,289,,0.8117647059,0.85,,730.5882353,765,,34.41176471,,
,,5:28,5:38,,328,338,,0.9647058824,0.9941176471,,868.2352941,894.7058824,,26.47058824,,
6,8,0:07,0:11,,7,11,,0.02058823529,0.03235294118,,18.52941176,29.11764706,,10.58823529,,10.58823529
,,2:01,2:03,,121,123,,0.3558823529,0.3617647059,,320.2941176,325.5882353,,5.294117647,,
,,2:43,2:47,,163,167,,0.4794117647,0.4911764706,,431.4705882,442.0588235,,10.58823529,,
,,5:22,5:28,,322,328,,0.9470588235,0.9647058824,,852.3529412,868.2352941,,15.88235294,,
6,9,0:41,0:46,,41,46,,0.1205882353,0.1352941176,,108.5294118,121.7647059,,13.23529412,,9.264705882
,,0:55,0:57,,55,57,,0.1617647059,0.1676470588,,145.5882353,150.8823529,,5.294117647,,
,,1:58,2:01,,118,121,,0.3470588235,0.3558823529,,312.3529412,320.2941176,,7.941176471,,
,,5:17,5:21,,317,321,,0.9323529412,0.9441176471,,839.1176471,849.7058824,,10.58823529,,
6,10,0:41,0:44,,41,44,,0.1205882353,0.1294117647,,108.5294118,116.4705882,,7.941176471,,9.264705882
,,0:52,0:55,,52,55,,0.1529411765,0.1617647059,,137.6470588,145.5882353,,7.941176471,,
,,3:32,3:36,,212,216,,0.6235294118,0.6352941176,,561.1764706,571.7647059,,10.58823529,,
,,5:32,5:36,,332,336,,0.9764705882,0.9882352941,,878.8235294,889.4117647,,10.58823529,,
7,1,3:17,3:19,,197,199,,0.5794117647,0.5852941176,,521.4705882,526.7647059,,5.294117647,,7.941176471
,,3:46,3:49,,226,229,,0.6647058824,0.6735294118,,598.2352941,606.1764706,,7.941176471,,
,,3:50,3:54,,230,234,,0.6764705882,0.6882352941,,608.8235294,619.4117647,,10.58823529,,
7,2,3:05,3:13,,185,193,,0.5441176471,0.5676470588,,489.7058824,510.8823529,,21.17647059,,15.88235294
,,3:20,3:27,,200,207,,0.5882352941,0.6088235294,,529.4117647,547.9411765,,18.52941176,,
,,3:34,3:37,,214,217,,0.6294117647,0.6382352941,,566.4705882,574.4117647,,7.941176471,,
,,3:35,3:41,,215,221,,0.6323529412,0.65,,569.1176471,585,,15.88235294,,
7,3,3:01,3:05,,181,185,,0.5323529412,0.5441176471,,479.1176471,489.7058824,,10.58823529,,12.57352941
,,3:27,3:35,,207,215,,0.6088235294,0.6323529412,,547.9411765,569.1176471,,21.17647059,,
,,4:15,4:19,,255,259,,0.75,0.7617647059,,675,685.5882353,,10.58823529,,
,,4:48,4:51,,288,291,,0.8470588235,0.8558823529,,762.3529412,770.2941176,,7.941176471,,
7,4,2:08,2:15,,128,135,,0.3764705882,0.3970588235,,338.8235294,357.3529412,,18.52941176,,48.97058824
,,2:36,3:38,,156,218,,0.4588235294,0.6411764706,,412.9411765,577.0588235,,164.1176471,,
,,2:58,3:01,,178,181,,0.5235294118,0.5323529412,,471.1764706,479.1176471,,7.941176471,,
,,4:50,4:52,,290,292,,0.8529411765,0.8588235294,,767.6470588,772.9411765,,5.294117647,,
7,5,0:18,0:21,,18,21,,0.05294117647,0.06176470588,,47.64705882,55.58823529,,7.941176471,,21.83823529
,,2:26,2:31,,146,151,,0.4294117647,0.4441176471,,386.4705882,399.7058824,,13.23529412,,
,,4:21,4:33,,261,273,,0.7676470588,0.8029411765,,690.8823529,722.6470588,,31.76470588,,
,,4:40,4:53,,280,293,,0.8235294118,0.8617647059,,741.1764706,775.5882353,,34.41176471,,
7,6,0:21,0:24,,21,24,,0.06176470588,0.07058823529,,55.58823529,63.52941176,,7.941176471,,13.23529412
,,1:47,1:54,,107,114,,0.3147058824,0.3352941176,,283.2352941,301.7647059,,18.52941176,,
7,7,1:54,1:56,,114,116,,0.3352941176,0.3411764706,,301.7647059,307.0588235,,5.294117647,,5.294117647
,,5:38,5:40,,338,340,,0.9941176471,1,,894.7058824,900,,5.294117647,,
7,8,0:11,0:13,,11,13,,0.03235294118,0.03823529412,,29.11764706,34.41176471,,5.294117647,,9.264705882
,,0:35,0:39,,35,39,,0.1029411765,0.1147058824,,92.64705882,103.2352941,,10.58823529,,
,,2:03,2:08,,123,128,,0.3617647059,0.3764705882,,325.5882353,338.8235294,,13.23529412,,
,,2:40,2:43,,160,163,,0.4705882353,0.4794117647,,423.5294118,431.4705882,,7.941176471,,
7,9,0:13,0:17,,13,17,,0.03823529412,0.05,,34.41176471,45,,10.58823529,,13.89705882
,,0:22,0:31,,22,31,,0.06470588235,0.09117647059,,58.23529412,82.05882353,,23.82352941,,
,,0:57,1:01,,57,61,,0.1676470588,0.1794117647,,150.8823529,161.4705882,,10.58823529,,
,,5:36,5:40,,336,340,,0.9882352941,1,,889.4117647,900,,10.58823529,,
7,10,0:17,0:22,,17,22,,0.05,0.06470588235,,45,58.23529412,,13.23529412,,11.47058824
,,0:38,0:41,,38,41,,0.1117647059,0.1205882353,,100.5882353,108.5294118,,7.941176471,,
,,3:27,3:32,,207,212,,0.6088235294,0.6235294118,,547.9411765,561.1764706,,13.23529412,,
8,1,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
8,2,3:37,3:46,,217,226,,0.6382352941,0.6647058824,,574.4117647,598.2352941,,23.82352941,,33.08823529
,,3:57,4:13,,237,253,,0.6970588235,0.7441176471,,627.3529412,669.7058824,,42.35294118,,
8,3,2:29,2:35,,149,155,,0.4382352941,0.4558823529,,394.4117647,410.2941176,,15.88235294,,15.88235294
8,4,2:27,2:29,,147,149,,0.4323529412,0.4382352941,,389.1176471,394.4117647,,5.294117647,,27.79411765
,,2:35,2:54,,155,174,,0.4558823529,0.5117647059,,410.2941176,460.5882353,,50.29411765,,
8,5,2:54,2:56,,174,176,,0.5117647059,0.5176470588,,460.5882353,465.8823529,,5.294117647,,5.294117647
8,6,0:24,0:27,,24,27,,0.07058823529,0.07941176471,,63.52941176,71.47058824,,7.941176471,,11.25
,,1:42,1:47,,102,107,,0.3,0.3147058824,,270,283.2352941,,13.23529412,,
,,2:15,2:20,,135,140,,0.3970588235,0.4117647059,,357.3529412,370.5882353,,13.23529412,,
,,2:31,2:35,,151,155,,0.4441176471,0.4558823529,,399.7058824,410.2941176,,10.58823529,,
8,7,0:27,0:34,,27,34,,0.07941176471,0.1,,71.47058824,90,,18.52941176,,15.88235294
,,1:34,1:42,,94,102,,0.2764705882,0.3,,248.8235294,270,,21.17647059,,
,,2:09,2:15,,129,135,,0.3794117647,0.3970588235,,341.4705882,357.3529412,,15.88235294,,
,,2:35,2:38,,155,158,,0.4558823529,0.4647058824,,410.2941176,418.2352941,,7.941176471,,
,,3:07,3:13,,187,193,,0.55,0.5676470588,,495,510.8823529,,15.88235294,,
8,8,2:38,2:40,,158,160,,0.4647058824,0.4705882353,,418.2352941,423.5294118,,5.294117647,,7.941176471
,,3:13,3:17,,193,197,,0.5676470588,0.5794117647,,510.8823529,521.4705882,,10.58823529,,
8,9,0:31,0:36,,31,36,,0.09117647059,0.1058823529,,82.05882353,95.29411765,,13.23529412,,12.35294118
,,1:01,1:07,,61,67,,0.1794117647,0.1970588235,,161.4705882,177.3529412,,15.88235294,,
,,3:23,3:26,,203,206,,0.5970588235,0.6058823529,,537.3529412,545.2941176,,7.941176471,,
8,10,0:37,0:38,,37,38,,0.1088235294,0.1117647059,,97.94117647,100.5882353,,2.647058824,,2.647058824
,,3:26,3:27,,206,207,,0.6058823529,0.6088235294,,545.2941176,547.9411765,,2.647058824,,
9,1,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
9,2,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
9,3,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
9,4,2:24,2:26,,144,146,,0.4235294118,0.4294117647,,381.1764706,386.4705882,,5.294117647,,5.294117647
9,5,2:21,2:24,,141,144,,0.4147058824,0.4235294118,,373.2352941,381.1764706,,7.941176471,,13.23529412
,,2:55,3:02,,175,182,,0.5147058824,0.5352941176,,463.2352941,481.7647059,,18.52941176,,
9,6,1:31,1:33,,91,93,,0.2676470588,0.2735294118,,240.8823529,246.1764706,,5.294117647,,11.91176471
,,3:01,3:08,,181,188,,0.5323529412,0.5529411765,,479.1176471,497.6470588,,18.52941176,,
9,7,1:14,1:15,,74,75,,0.2176470588,0.2205882353,,195.8823529,198.5294118,,2.647058824,,5.294117647
,,1:28,1:31,,88,91,,0.2588235294,0.2676470588,,232.9411765,240.8823529,,7.941176471,,
9,8,1:09,1:14,,69,74,,0.2029411765,0.2176470588,,182.6470588,195.8823529,,13.23529412,,13.23529412
9,9,1:07,1:09,,67,69,,0.1970588235,0.2029411765,,177.3529412,182.6470588,,5.294117647,,9.264705882
,,3:18,3:23,,198,203,,0.5823529412,0.5970588235,,524.1176471,537.3529412,,13.23529412,,
9,10,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,1,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,2,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,3,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,4,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,5,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,6,1:19,1:27,,79,87,,0.2323529412,0.2558823529,,209.1176471,230.2941176,,21.17647059,,21.17647059
10,7,1:15,1:19,,75,79,,0.2205882353,0.2323529412,,198.5294118,209.1176471,,10.58823529,,10.58823529
10,8,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,9,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
10,10,-1,-1,,-1,-1,,-1,-1,,-1,-1,,-1,,-1
